User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,timestamp,hour,Gaming_App_Usage_Hours,Location,day_of_week
263,37,Male,10.45,1.07,21,0.52,3.24,2.56,Phoenix,Thursday
264,52,Female,9.8,13.18,23,2.01,4.5,2.44,Phoenix,Friday
265,42,Male,3.03,11.69,14,3.64,3.12,3.13,Los Angeles,Saturday
266,52,Female,4.25,11.52,20,3.9,0.66,4.73,New York,Sunday
267,42,Male,9.73,12.5,6,0.59,1.55,2.9,Houston,Monday
268,46,Female,3.04,10.1,24,0,1.01,2.7,Phoenix,Tuesday
269,35,Male,11.1,2.36,19,3.56,4.54,0.25,Houston,Wednesday
270,35,Male,5.67,6.19,12,1.78,3.8,0.31,Los Angeles,Thursday
271,19,Male,1.96,10.4,22,1.27,3.38,0.94,Houston,Friday
272,52,Female,9.97,4.64,8,0.06,1.5,0.16,Los Angeles,Saturday
273,33,Female,5.11,9.94,27,2.7,0.92,3.72,New York,Sunday
274,58,Male,6.79,1.32,16,4.26,3.78,3.62,Los Angeles,Monday
275,53,Male,2.24,4.98,13,4.79,2.37,0.68,Los Angeles,Tuesday
276,50,Female,1.03,8.14,13,2.83,1.13,4.18,Phoenix,Wednesday
277,21,Female,8.02,9.22,20,2.57,3.08,0.77,Houston,Thursday
278,50,Female,6.67,8.5,29,0.43,0.2,1.51,Phoenix,Friday
279,31,Male,7.53,10.07,25,2.74,1.63,1.24,Chicago,Saturday
280,38,Female,9.73,1.08,24,1.9,2.34,1.86,Los Angeles,Sunday
281,37,Male,8.11,2.31,20,3.04,0.74,1.27,Chicago,Monday
282,25,Female,2.92,12.3,26,1.94,4.92,2.44,Phoenix,Tuesday
283,24,Male,4.97,9.86,25,1.2,1.05,2.04,Houston,Wednesday
284,20,Female,10.96,2.47,13,0.47,0.65,4.93,Phoenix,Thursday
285,34,Female,9.47,11.95,23,1.57,1.02,0.28,Houston,Friday
286,50,Female,7.12,4.15,14,0.48,3.85,0.71,Houston,Saturday
287,29,Female,3.81,7.22,7,0.88,2.13,0.26,New York,Sunday
288,39,Female,4.32,2.89,25,4.94,2.83,3.13,Los Angeles,Monday
289,39,Male,9.05,10.23,11,2.22,0.11,0.27,Phoenix,Tuesday
290,47,Female,10.36,9.67,29,2.66,0.17,4.18,Houston,Wednesday
291,55,Female,8.39,3.74,27,4.37,2.23,2.56,Phoenix,Thursday
292,55,Female,9.9,12.22,11,4.98,4.08,2.64,Phoenix,Friday
293,25,Male,9.43,6.22,24,2.91,4.43,2.81,Houston,Saturday
294,44,Female,2.65,4.8,12,4.06,0.43,0.85,Chicago,Sunday
295,44,Male,5.66,2.98,24,1.63,2.69,0.99,Los Angeles,Monday
296,51,Female,2.68,4.46,21,1.53,4.57,1.59,Los Angeles,Tuesday
297,38,Female,3.59,1.29,3,2.01,1.94,2.97,New York,Wednesday
298,47,Male,10.56,8.58,9,3.36,4.15,1.05,New York,Thursday
299,50,Female,6.2,11.95,6,3.41,0.67,0.58,New York,Friday
300,45,Male,6.89,8.14,3,1.58,4.68,4.85,Los Angeles,Saturday
301,50,Male,2.96,3.85,17,0.67,3.76,0.11,Chicago,Sunday
302,22,Female,4.43,1.44,10,3.16,4.71,4.01,Los Angeles,Monday
303,36,Male,3.53,3.79,14,0.64,3.38,3.94,Los Angeles,Tuesday
304,21,Female,3.27,6.41,24,2.89,1.82,1.49,Los Angeles,Wednesday
305,52,Female,8.02,10.87,24,3.47,4.69,0.68,Los Angeles,Thursday
306,34,Male,3.83,3.44,20,3.5,1.38,0.73,Chicago,Friday
307,45,Male,7.95,10.36,17,3.77,1.66,3.49,New York,Saturday
308,47,Male,1.64,12.27,19,4.36,3.5,3.21,Phoenix,Sunday
309,46,Male,2.56,6.9,16,2.5,3.83,3.91,New York,Monday
310,23,Female,4.02,11.68,16,3.65,4.65,4.69,New York,Tuesday
311,52,Female,7.57,8.21,20,3.1,1.02,3.46,Phoenix,Wednesday
312,58,Male,8.43,9.28,22,0.93,3.99,0.78,Los Angeles,Thursday
313,54,Female,5.87,7.84,20,0.13,3.69,1.22,Chicago,Friday
314,41,Female,5.9,7.02,18,1.42,0.32,4.21,Chicago,Saturday
315,46,Female,8.97,4.05,3,2.22,1.94,1.05,New York,Sunday
316,48,Female,1.17,4.94,25,3.09,1.41,0.36,Phoenix,Monday
317,52,Male,4.75,4.77,29,4.25,1.52,3.52,Houston,Tuesday
318,50,Male,10.01,8.32,13,0.98,4.91,2.01,Los Angeles,Wednesday
319,38,Female,7.64,2.56,17,0.63,3.21,4.6,New York,Thursday
320,49,Male,4.71,12.92,14,4.82,3.59,3.25,Chicago,Friday
321,40,Male,10.96,10.37,10,0.54,4.88,0.45,Phoenix,Saturday
322,50,Male,9.5,6.22,24,2.39,1.89,4.74,Phoenix,Sunday
323,20,Female,3.91,3.06,22,2.93,4.01,1.29,New York,Monday
324,35,Female,8.1,12.47,8,2.71,2.17,1.69,Houston,Tuesday
325,42,Female,7.55,11.71,5,0.43,4.35,2.01,Chicago,Wednesday
326,59,Male,5.41,10.38,26,0.29,0.9,0.26,New York,Thursday
327,48,Female,5.04,4.53,28,0.53,4.74,2.48,Houston,Friday
328,20,Female,4.78,6.23,15,2.93,1.09,0.62,Phoenix,Saturday
329,57,Male,7.79,2.34,15,2.72,1.63,2,Los Angeles,Sunday
330,41,Female,5.87,3.46,4,1.17,3.78,1.75,Chicago,Monday
331,49,Female,10.15,11.18,7,3.19,1.97,3.86,Chicago,Tuesday
332,39,Male,8.37,10.3,19,4.1,3.04,4.02,Houston,Wednesday
333,40,Male,1.77,8.72,8,0.21,2.22,0.77,New York,Thursday
334,19,Male,8.04,12.64,4,2.49,3.71,1.83,Phoenix,Friday
335,44,Female,3.98,8.58,6,3.45,1.14,1.87,Houston,Saturday
336,59,Female,7.52,7.07,24,1.26,0.29,0.76,Los Angeles,Sunday
337,19,Female,8.48,5.42,28,1.54,1.5,3.99,Los Angeles,Monday
338,43,Male,3.54,13.23,13,3.07,2.37,3.54,Los Angeles,Tuesday
339,34,Male,6.03,2.08,10,4.49,0.84,0.95,Houston,Wednesday
340,57,Female,3.09,13.1,14,4.05,1.77,1.83,Phoenix,Thursday
341,50,Female,1.58,11.75,10,2.92,2,0.53,Chicago,Friday
342,26,Male,5.16,2.69,13,3.65,0.29,3.14,New York,Saturday
343,56,Male,4.99,8.34,24,1.82,2.92,0.61,Chicago,Sunday
344,46,Male,11.95,12.27,22,3.2,4.42,4.93,Phoenix,Monday
345,59,Male,5.91,8.43,10,2.33,0.76,3.9,Chicago,Tuesday
346,43,Female,4.67,12.79,10,0.95,2.99,1.95,Houston,Wednesday
347,52,Male,7.39,13.26,28,3.51,3.32,2.89,Los Angeles,Thursday
348,42,Female,1.98,6.49,19,2.78,2.1,4.56,Phoenix,Friday
349,41,Female,11.58,5.91,22,1.79,3.51,2.77,Phoenix,Saturday
350,30,Female,7.98,13.17,22,4.56,2.05,0.87,Chicago,Sunday
351,24,Male,9.3,9.78,25,0.1,2.52,1.89,Houston,Monday
352,53,Male,2.88,2.51,18,1.58,0.04,4.22,Chicago,Tuesday
353,37,Male,5.5,1.55,16,0.28,3.46,3.22,Chicago,Wednesday
354,18,Male,5.65,8.34,13,3.83,3.31,3.25,Phoenix,Thursday
355,25,Female,10.04,13.09,9,3.51,0.19,4.33,Chicago,Friday
356,33,Male,1.01,11.98,18,1.66,1.84,4.47,Los Angeles,Saturday
